Sujet	Bloc	Stim	Hits	FA	Miss	RC	RT	Diss	m_ppo	m_td	m_iti	t_pi	t_ra	t_td	m_density	Uncertainty
4	3	mask_ppo_96_td_002_iti_11_target_fq_1430_td_006_r_1	1	0	0	0	2031.0	40.0	96.0	0.02	1100.0	1430.0	1.0	0.06	28.0	663.0
4	3	mask_ppo_96_td_002_iti_11_target_fq_1430_td_006_r_1	1	0	0	0	2123.0	40.0	96.0	0.02	1100.0	1430.0	1.0	0.06	28.0	663.0
4	3	mask_ppo_96_td_002_iti_11_target_fq_2045_td_006_r_1	1	0	0	0	1433.0	40.0	96.0	0.02	1100.0	2045.0	1.0	0.06	28.0	663.0
4	3	mask_ppo_96_td_002_iti_11_target_fq_2045_td_006_r_1	1	0	0	0	1324.0	40.0	96.0	0.02	1100.0	2045.0	1.0	0.06	28.0	663.0
4	3	mask_ppo_96_td_002_iti_11_target_fq_2924_td_006_r_1	1	0	0	0	5233.0	40.0	96.0	0.02	1100.0	2924.0	1.0	0.06	28.0	663.0
4	3	mask_ppo_96_td_002_iti_11_target_fq_2924_td_006_r_1	1	0	0	0	1988.0	40.0	96.0	0.02	1100.0	2924.0	1.0	0.06	28.0	663.0
4	3	mask_ppo_96_td_002_iti_11_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	699.0	1.0	0.06	28.0	663.0
4	3	mask_ppo_96_td_002_iti_11_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	699.0	1.0	0.06	28.0	663.0
4	4	mask_ppo_128_iti_03_td_002	0	0	0	1	0.0		128.0	0.02	300.0				46.0	678.0
4	4	mask_ppo_128_iti_03_td_002	0	0	0	1	0.0		128.0	0.02	300.0				46.0	678.0
4	4	mask_ppo_128_iti_07_td_002	0	0	0	1	0.0		128.0	0.02	700.0				40.0	819.0
4	4	mask_ppo_128_iti_11_td_002	0	0	0	1	0.0		128.0	0.02	1100.0				37.0	884.0
4	4	mask_ppo_128_iti_15_td_002	0	0	0	1	0.0		128.0	0.02	1500.0				36.0	927.0
4	4	mask_ppo_128_td_002_iti_15_target_fq_1000_td_006_r_1	1	0	0	0	4335.0	40.0	128.0	0.02	1500.0	1000.0	1.0	0.06	36.0	927.0
4	4	mask_ppo_128_td_002_iti_15_target_fq_1000_td_006_r_1	1	0	0	0	3802.0	40.0	128.0	0.02	1500.0	1000.0	1.0	0.06	36.0	927.0
4	4	mask_ppo_128_td_002_iti_15_target_fq_1430_td_006_r_1	1	0	0	0	1946.0	40.0	128.0	0.02	1500.0	1430.0	1.0	0.06	36.0	927.0
4	4	mask_ppo_128_td_002_iti_15_target_fq_1430_td_006_r_1	1	0	0	0	2005.0	40.0	128.0	0.02	1500.0	1430.0	1.0	0.06	36.0	927.0
4	4	mask_ppo_128_td_002_iti_15_target_fq_2045_td_006_r_1	1	0	0	0	3165.0	40.0	128.0	0.02	1500.0	2045.0	1.0	0.06	36.0	927.0
4	4	mask_ppo_128_td_002_iti_15_target_fq_2045_td_006_r_1	1	0	0	0	2061.0	40.0	128.0	0.02	1500.0	2045.0	1.0	0.06	36.0	927.0
4	4	mask_ppo_128_td_002_iti_15_target_fq_2924_td_006_r_1	1	0	0	0	2885.0	40.0	128.0	0.02	1500.0	2924.0	1.0	0.06	36.0	927.0
4	4	mask_ppo_128_td_002_iti_15_target_fq_2924_td_006_r_1	1	0	0	0	2186.0	40.0	128.0	0.02	1500.0	2924.0	1.0	0.06	36.0	927.0
4	4	mask_ppo_128_td_002_iti_15_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	128.0	0.02	1500.0	699.0	1.0	0.06	36.0	927.0
4	4	mask_ppo_128_td_002_iti_15_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	128.0	0.02	1500.0	699.0	1.0	0.06	36.0	927.0
4	4	mask_ppo_32_iti_03_td_002	0	0	0	1	0.0		32.0	0.02	300.0				11.0	169.0
4	4	mask_ppo_32_iti_03_td_002	0	0	0	1	0.0		32.0	0.02	300.0				11.0	169.0
4	4	mask_ppo_32_iti_07_td_002	0	0	0	1	0.0		32.0	0.02	700.0				10.0	205.0
4	4	mask_ppo_32_iti_11_td_002	0	0	0	1	0.0		32.0	0.02	1100.0				9.0	221.0
4	4	mask_ppo_32_iti_15_td_002	0	0	0	1	0.0		32.0	0.02	1500.0				9.0	232.0
4	4	mask_ppo_32_td_002_iti_03_target_fq_1000_td_006_r_1	1	0	0	0	2026.0	40.0	32.0	0.02	300.0	1000.0	1.0	0.06	11.0	169.0
4	4	mask_ppo_32_td_002_iti_03_target_fq_1000_td_006_r_1	1	0	0	0	2064.0	40.0	32.0	0.02	300.0	1000.0	1.0	0.06	11.0	169.0
4	4	mask_ppo_32_td_002_iti_03_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	32.0	0.02	300.0	1430.0	1.0	0.06	11.0	169.0
4	4	mask_ppo_32_td_002_iti_03_target_fq_1430_td_006_r_1	1	0	0	0	1885.0	40.0	32.0	0.02	300.0	1430.0	1.0	0.06	11.0	169.0
4	4	mask_ppo_32_td_002_iti_03_target_fq_2045_td_006_r_1	0	0	1	0	0.0	40.0	32.0	0.02	300.0	2045.0	1.0	0.06	11.0	169.0
4	4	mask_ppo_32_td_002_iti_03_target_fq_2045_td_006_r_1	1	0	0	0	1969.0	40.0	32.0	0.02	300.0	2045.0	1.0	0.06	11.0	169.0
4	4	mask_ppo_32_td_002_iti_03_target_fq_2924_td_006_r_1	1	0	0	0	1833.0	40.0	32.0	0.02	300.0	2924.0	1.0	0.06	11.0	169.0
4	4	mask_ppo_32_td_002_iti_03_target_fq_2924_td_006_r_1	1	0	0	0	1210.0	40.0	32.0	0.02	300.0	2924.0	1.0	0.06	11.0	169.0
4	4	mask_ppo_32_td_002_iti_03_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	32.0	0.02	300.0	699.0	1.0	0.06	11.0	169.0
4	4	mask_ppo_32_td_002_iti_03_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	32.0	0.02	300.0	699.0	1.0	0.06	11.0	169.0
4	4	mask_ppo_64_iti_03_td_002	0	0	0	1	0.0		64.0	0.02	300.0				23.0	339.0
4	4	mask_ppo_64_iti_03_td_002	0	0	0	1	0.0		64.0	0.02	300.0				23.0	339.0
4	4	mask_ppo_64_iti_07_td_002	0	0	0	1	0.0		64.0	0.02	700.0				20.0	409.0
4	4	mask_ppo_64_iti_11_td_002	0	0	0	1	0.0		64.0	0.02	1100.0				19.0	442.0
4	4	mask_ppo_64_iti_15_td_002	0	0	0	1	0.0		64.0	0.02	1500.0				18.0	464.0
4	4	mask_ppo_64_td_002_iti_07_target_fq_1000_td_006_r_1	1	0	0	0	2773.0	40.0	64.0	0.02	700.0	1000.0	1.0	0.06	20.0	409.0
4	4	mask_ppo_64_td_002_iti_07_target_fq_1000_td_006_r_1	1	0	0	0	2899.0	40.0	64.0	0.02	700.0	1000.0	1.0	0.06	20.0	409.0
4	4	mask_ppo_64_td_002_iti_07_target_fq_1430_td_006_r_1	1	0	0	0	2353.0	40.0	64.0	0.02	700.0	1430.0	1.0	0.06	20.0	409.0
4	4	mask_ppo_64_td_002_iti_07_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	1430.0	1.0	0.06	20.0	409.0
4	4	mask_ppo_64_td_002_iti_07_target_fq_2045_td_006_r_1	1	0	0	0	5724.0	40.0	64.0	0.02	700.0	2045.0	1.0	0.06	20.0	409.0
4	4	mask_ppo_64_td_002_iti_07_target_fq_2045_td_006_r_1	1	0	0	0	5729.0	40.0	64.0	0.02	700.0	2045.0	1.0	0.06	20.0	409.0
4	4	mask_ppo_64_td_002_iti_07_target_fq_2924_td_006_r_1	1	0	0	0	1957.0	40.0	64.0	0.02	700.0	2924.0	1.0	0.06	20.0	409.0
4	4	mask_ppo_64_td_002_iti_07_target_fq_2924_td_006_r_1	1	0	0	0	2528.0	40.0	64.0	0.02	700.0	2924.0	1.0	0.06	20.0	409.0
4	4	mask_ppo_64_td_002_iti_07_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	699.0	1.0	0.06	20.0	409.0
4	4	mask_ppo_64_td_002_iti_07_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	699.0	1.0	0.06	20.0	409.0
4	4	mask_ppo_96_iti_03_td_002	0	0	0	1	0.0		96.0	0.02	300.0				34.0	508.0
4	4	mask_ppo_96_iti_03_td_002	0	0	0	1	0.0		96.0	0.02	300.0				34.0	508.0
4	4	mask_ppo_96_iti_07_td_002	0	1	0	0	2406.0		96.0	0.02	700.0				30.0	614.0
4	4	mask_ppo_96_iti_11_td_002	0	0	0	1	0.0		96.0	0.02	1100.0				28.0	663.0
4	4	mask_ppo_96_iti_15_td_002	0	0	0	1	0.0		96.0	0.02	1500.0				27.0	695.0
4	4	mask_ppo_96_td_002_iti_11_target_fq_1000_td_006_r_1	1	0	0	0	4662.0	40.0	96.0	0.02	1100.0	1000.0	1.0	0.06	28.0	663.0
4	4	mask_ppo_96_td_002_iti_11_target_fq_1000_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	1000.0	1.0	0.06	28.0	663.0
4	4	mask_ppo_96_td_002_iti_11_target_fq_1430_td_006_r_1	1	0	0	0	2138.0	40.0	96.0	0.02	1100.0	1430.0	1.0	0.06	28.0	663.0
4	4	mask_ppo_96_td_002_iti_11_target_fq_1430_td_006_r_1	1	0	0	0	8068.0	40.0	96.0	0.02	1100.0	1430.0	1.0	0.06	28.0	663.0
4	4	mask_ppo_96_td_002_iti_11_target_fq_2045_td_006_r_1	1	0	0	0	1867.0	40.0	96.0	0.02	1100.0	2045.0	1.0	0.06	28.0	663.0
4	4	mask_ppo_96_td_002_iti_11_target_fq_2045_td_006_r_1	1	0	0	0	1518.0	40.0	96.0	0.02	1100.0	2045.0	1.0	0.06	28.0	663.0
4	4	mask_ppo_96_td_002_iti_11_target_fq_2924_td_006_r_1	1	0	0	0	1974.0	40.0	96.0	0.02	1100.0	2924.0	1.0	0.06	28.0	663.0
4	4	mask_ppo_96_td_002_iti_11_target_fq_2924_td_006_r_1	1	0	0	0	1894.0	40.0	96.0	0.02	1100.0	2924.0	1.0	0.06	28.0	663.0
4	4	mask_ppo_96_td_002_iti_11_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	699.0	1.0	0.06	28.0	663.0
4	4	mask_ppo_96_td_002_iti_11_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	699.0	1.0	0.06	28.0	663.0
4	5	mask_ppo_128_iti_03_td_002	0	0	0	1	0.0		128.0	0.02	300.0				46.0	678.0
4	5	mask_ppo_128_iti_03_td_002	0	0	0	1	0.0		128.0	0.02	300.0				46.0	678.0
4	5	mask_ppo_128_iti_07_td_002	0	0	0	1	0.0		128.0	0.02	700.0				40.0	819.0
4	5	mask_ppo_128_iti_11_td_002	0	0	0	1	0.0		128.0	0.02	1100.0				37.0	884.0
4	5	mask_ppo_128_iti_15_td_002	0	0	0	1	0.0		128.0	0.02	1500.0				36.0	927.0
4	5	mask_ppo_128_td_002_iti_15_target_fq_1000_td_006_r_1	1	0	0	0	3548.0	40.0	128.0	0.02	1500.0	1000.0	1.0	0.06	36.0	927.0
4	5	mask_ppo_128_td_002_iti_15_target_fq_1000_td_006_r_1	1	0	0	0	2684.0	40.0	128.0	0.02	1500.0	1000.0	1.0	0.06	36.0	927.0
4	5	mask_ppo_128_td_002_iti_15_target_fq_1430_td_006_r_1	1	0	0	0	1831.0	40.0	128.0	0.02	1500.0	1430.0	1.0	0.06	36.0	927.0
4	5	mask_ppo_128_td_002_iti_15_target_fq_1430_td_006_r_1	1	0	0	0	1061.0	40.0	128.0	0.02	1500.0	1430.0	1.0	0.06	36.0	927.0
4	5	mask_ppo_128_td_002_iti_15_target_fq_2045_td_006_r_1	1	0	0	0	1823.0	40.0	128.0	0.02	1500.0	2045.0	1.0	0.06	36.0	927.0
4	5	mask_ppo_128_td_002_iti_15_target_fq_2045_td_006_r_1	1	0	0	0	2019.0	40.0	128.0	0.02	1500.0	2045.0	1.0	0.06	36.0	927.0
4	5	mask_ppo_128_td_002_iti_15_target_fq_2924_td_006_r_1	1	0	0	0	1969.0	40.0	128.0	0.02	1500.0	2924.0	1.0	0.06	36.0	927.0
4	5	mask_ppo_128_td_002_iti_15_target_fq_2924_td_006_r_1	1	0	0	0	2011.0	40.0	128.0	0.02	1500.0	2924.0	1.0	0.06	36.0	927.0
4	5	mask_ppo_128_td_002_iti_15_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	128.0	0.02	1500.0	699.0	1.0	0.06	36.0	927.0
4	5	mask_ppo_128_td_002_iti_15_target_fq_699_td_006_r_1	1	0	0	0	2525.0	40.0	128.0	0.02	1500.0	699.0	1.0	0.06	36.0	927.0
4	5	mask_ppo_32_iti_03_td_002	0	0	0	1	0.0		32.0	0.02	300.0				11.0	169.0
4	5	mask_ppo_32_iti_03_td_002	0	0	0	1	0.0		32.0	0.02	300.0				11.0	169.0
4	5	mask_ppo_32_iti_07_td_002	0	0	0	1	0.0		32.0	0.02	700.0				10.0	205.0
4	5	mask_ppo_32_iti_11_td_002	0	0	0	1	0.0		32.0	0.02	1100.0				9.0	221.0
4	5	mask_ppo_32_iti_15_td_002	0	0	0	1	0.0		32.0	0.02	1500.0				9.0	232.0
4	5	mask_ppo_32_td_002_iti_03_target_fq_1000_td_006_r_1	1	0	0	0	2196.0	40.0	32.0	0.02	300.0	1000.0	1.0	0.06	11.0	169.0
4	5	mask_ppo_32_td_002_iti_03_target_fq_1000_td_006_r_1	1	0	0	0	1861.0	40.0	32.0	0.02	300.0	1000.0	1.0	0.06	11.0	169.0
4	5	mask_ppo_32_td_002_iti_03_target_fq_1430_td_006_r_1	1	0	0	0	2186.0	40.0	32.0	0.02	300.0	1430.0	1.0	0.06	11.0	169.0
4	5	mask_ppo_32_td_002_iti_03_target_fq_1430_td_006_r_1	1	0	0	0	1880.0	40.0	32.0	0.02	300.0	1430.0	1.0	0.06	11.0	169.0
4	5	mask_ppo_32_td_002_iti_03_target_fq_2045_td_006_r_1	1	0	0	0	3504.0	40.0	32.0	0.02	300.0	2045.0	1.0	0.06	11.0	169.0
4	5	mask_ppo_32_td_002_iti_03_target_fq_2045_td_006_r_1	1	0	0	0	2018.0	40.0	32.0	0.02	300.0	2045.0	1.0	0.06	11.0	169.0
4	5	mask_ppo_32_td_002_iti_03_target_fq_2924_td_006_r_1	1	0	0	0	1658.0	40.0	32.0	0.02	300.0	2924.0	1.0	0.06	11.0	169.0
4	5	mask_ppo_32_td_002_iti_03_target_fq_2924_td_006_r_1	1	0	0	0	960.0	40.0	32.0	0.02	300.0	2924.0	1.0	0.06	11.0	169.0
4	5	mask_ppo_32_td_002_iti_03_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	32.0	0.02	300.0	699.0	1.0	0.06	11.0	169.0
4	5	mask_ppo_32_td_002_iti_03_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	32.0	0.02	300.0	699.0	1.0	0.06	11.0	169.0
4	5	mask_ppo_64_iti_03_td_002	0	0	0	1	0.0		64.0	0.02	300.0				23.0	339.0
4	5	mask_ppo_64_iti_03_td_002	0	0	0	1	0.0		64.0	0.02	300.0				23.0	339.0
4	5	mask_ppo_64_iti_07_td_002	0	0	0	1	0.0		64.0	0.02	700.0				20.0	409.0
4	5	mask_ppo_64_iti_11_td_002	0	1	0	0	3645.0		64.0	0.02	1100.0				19.0	442.0
4	5	mask_ppo_64_iti_15_td_002	0	0	0	1	0.0		64.0	0.02	1500.0				18.0	464.0
4	5	mask_ppo_64_td_002_iti_07_target_fq_1000_td_006_r_1	1	0	0	0	2892.0	40.0	64.0	0.02	700.0	1000.0	1.0	0.06	20.0	409.0
4	5	mask_ppo_64_td_002_iti_07_target_fq_1000_td_006_r_1	1	0	0	0	4993.0	40.0	64.0	0.02	700.0	1000.0	1.0	0.06	20.0	409.0
4	5	mask_ppo_64_td_002_iti_07_target_fq_1430_td_006_r_1	1	0	0	0	2060.0	40.0	64.0	0.02	700.0	1430.0	1.0	0.06	20.0	409.0
4	5	mask_ppo_64_td_002_iti_07_target_fq_1430_td_006_r_1	1	0	0	0	3253.0	40.0	64.0	0.02	700.0	1430.0	1.0	0.06	20.0	409.0
4	5	mask_ppo_64_td_002_iti_07_target_fq_2045_td_006_r_1	1	0	0	0	4991.0	40.0	64.0	0.02	700.0	2045.0	1.0	0.06	20.0	409.0
4	5	mask_ppo_64_td_002_iti_07_target_fq_2045_td_006_r_1	1	0	0	0	5741.0	40.0	64.0	0.02	700.0	2045.0	1.0	0.06	20.0	409.0
4	5	mask_ppo_64_td_002_iti_07_target_fq_2924_td_006_r_1	1	0	0	0	1855.0	40.0	64.0	0.02	700.0	2924.0	1.0	0.06	20.0	409.0
4	5	mask_ppo_64_td_002_iti_07_target_fq_2924_td_006_r_1	1	0	0	0	1879.0	40.0	64.0	0.02	700.0	2924.0	1.0	0.06	20.0	409.0
4	5	mask_ppo_64_td_002_iti_07_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	699.0	1.0	0.06	20.0	409.0
4	5	mask_ppo_64_td_002_iti_07_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	699.0	1.0	0.06	20.0	409.0
4	5	mask_ppo_96_iti_03_td_002	0	0	0	1	0.0		96.0	0.02	300.0				34.0	508.0
4	5	mask_ppo_96_iti_03_td_002	0	0	0	1	0.0		96.0	0.02	300.0				34.0	508.0
4	5	mask_ppo_96_iti_07_td_002	0	0	0	1	0.0		96.0	0.02	700.0				30.0	614.0
4	5	mask_ppo_96_iti_11_td_002	0	0	0	1	0.0		96.0	0.02	1100.0				28.0	663.0
4	5	mask_ppo_96_iti_15_td_002	0	0	0	1	0.0		96.0	0.02	1500.0				27.0	695.0
4	5	mask_ppo_96_td_002_iti_11_target_fq_1000_td_006_r_1	1	0	0	0	2972.0	40.0	96.0	0.02	1100.0	1000.0	1.0	0.06	28.0	663.0
4	5	mask_ppo_96_td_002_iti_11_target_fq_1000_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	1000.0	1.0	0.06	28.0	663.0
4	5	mask_ppo_96_td_002_iti_11_target_fq_1430_td_006_r_1	1	0	0	0	2179.0	40.0	96.0	0.02	1100.0	1430.0	1.0	0.06	28.0	663.0
4	5	mask_ppo_96_td_002_iti_11_target_fq_1430_td_006_r_1	1	0	0	0	1856.0	40.0	96.0	0.02	1100.0	1430.0	1.0	0.06	28.0	663.0
4	5	mask_ppo_96_td_002_iti_11_target_fq_2045_td_006_r_1	1	0	0	0	3085.0	40.0	96.0	0.02	1100.0	2045.0	1.0	0.06	28.0	663.0
4	5	mask_ppo_96_td_002_iti_11_target_fq_2045_td_006_r_1	1	0	0	0	2094.0	40.0	96.0	0.02	1100.0	2045.0	1.0	0.06	28.0	663.0
4	5	mask_ppo_96_td_002_iti_11_target_fq_2924_td_006_r_1	1	0	0	0	1646.0	40.0	96.0	0.02	1100.0	2924.0	1.0	0.06	28.0	663.0
4	5	mask_ppo_96_td_002_iti_11_target_fq_2924_td_006_r_1	1	0	0	0	2922.0	40.0	96.0	0.02	1100.0	2924.0	1.0	0.06	28.0	663.0
4	5	mask_ppo_96_td_002_iti_11_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	699.0	1.0	0.06	28.0	663.0
4	5	mask_ppo_96_td_002_iti_11_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	699.0	1.0	0.06	28.0	663.0
5	1	mask_ppo_128_iti_03_td_002	0	0	0	1	0.0		128.0	0.02	300.0				46.0	678.0
5	1	mask_ppo_128_iti_07_td_002	0	0	0	1	0.0		128.0	0.02	700.0				40.0	819.0
5	1	mask_ppo_128_iti_11_td_002	0	0	0	1	0.0		128.0	0.02	1100.0				37.0	884.0
5	1	mask_ppo_128_iti_15_td_002	0	0	0	1	0.0		128.0	0.02	1500.0				36.0	927.0
5	1	mask_ppo_128_td_002_iti_11_target_fq_1000_td_01_r_1	1	0	0	0	2221.0	80.0	128.0	0.02	1100.0	1000.0	1.0	0.1	37.0	884.0
5	1	mask_ppo_128_td_002_iti_11_target_fq_2045_td_01_r_1	1	0	0	0	813.0	80.0	128.0	0.02	1100.0	2045.0	1.0	0.1	37.0	884.0
5	1	mask_ppo_128_td_002_iti_11_target_fq_2924_td_01_r_1	1	0	0	0	1017.0	80.0	128.0	0.02	1100.0	2924.0	1.0	0.1	37.0	884.0
5	1	mask_ppo_128_td_002_iti_15_target_fq_1000_td_01_r_1	1	0	0	0	914.0	80.0	128.0	0.02	1500.0	1000.0	1.0	0.1	36.0	927.0
5	1	mask_ppo_128_td_002_iti_15_target_fq_2045_td_01_r_1	1	0	0	0	1166.0	80.0	128.0	0.02	1500.0	2045.0	1.0	0.1	36.0	927.0
5	1	mask_ppo_128_td_002_iti_15_target_fq_2924_td_01_r_1	1	0	0	0	1287.0	80.0	128.0	0.02	1500.0	2924.0	1.0	0.1	36.0	927.0
5	1	mask_ppo_32_iti_03_td_002	0	0	0	1	0.0		32.0	0.02	300.0				11.0	169.0
5	1	mask_ppo_32_iti_07_td_002	0	0	0	1	0.0		32.0	0.02	700.0				10.0	205.0
5	1	mask_ppo_32_iti_11_td_002	0	0	0	1	0.0		32.0	0.02	1100.0				9.0	221.0
5	1	mask_ppo_32_iti_15_td_002	0	0	0	1	0.0		32.0	0.02	1500.0				9.0	232.0
5	1	mask_ppo_32_td_002_iti_11_target_fq_1000_td_01_r_1	1	0	0	0	950.0	80.0	32.0	0.02	1100.0	1000.0	1.0	0.1	9.0	221.0
5	1	mask_ppo_32_td_002_iti_11_target_fq_2045_td_01_r_1	1	0	0	0	977.0	80.0	32.0	0.02	1100.0	2045.0	1.0	0.1	9.0	221.0
5	1	mask_ppo_32_td_002_iti_11_target_fq_2924_td_01_r_1	1	0	0	0	979.0	80.0	32.0	0.02	1100.0	2924.0	1.0	0.1	9.0	221.0
5	1	mask_ppo_32_td_002_iti_15_target_fq_1000_td_01_r_1	1	0	0	0	1089.0	80.0	32.0	0.02	1500.0	1000.0	1.0	0.1	9.0	232.0
5	1	mask_ppo_32_td_002_iti_15_target_fq_2045_td_01_r_1	1	0	0	0	1063.0	80.0	32.0	0.02	1500.0	2045.0	1.0	0.1	9.0	232.0
5	1	mask_ppo_32_td_002_iti_15_target_fq_2924_td_01_r_1	1	0	0	0	1091.0	80.0	32.0	0.02	1500.0	2924.0	1.0	0.1	9.0	232.0
5	1	mask_ppo_4_iti_03_td_002	0	0	0	1	0.0		4.0	0.02	300.0				1.0	21.0
5	1	mask_ppo_4_iti_07_td_002	0	0	0	1	0.0		4.0	0.02	700.0				1.0	25.0
5	1	mask_ppo_4_iti_11_td_002	0	0	0	1	0.0		4.0	0.02	1100.0				1.0	27.0
5	1	mask_ppo_4_iti_15_td_002	0	0	0	1	0.0		4.0	0.02	1500.0				1.0	29.0
5	1	mask_ppo_4_td_002_iti_11_target_fq_1000_td_01_r_1	1	0	0	0	950.0	80.0	4.0	0.02	1100.0	1000.0	1.0	0.1	1.0	27.0
5	1	mask_ppo_4_td_002_iti_11_target_fq_2045_td_01_r_1	1	0	0	0	1096.0	80.0	4.0	0.02	1100.0	2045.0	1.0	0.1	1.0	27.0
5	1	mask_ppo_4_td_002_iti_11_target_fq_2924_td_01_r_1	1	0	0	0	889.0	80.0	4.0	0.02	1100.0	2924.0	1.0	0.1	1.0	27.0
5	1	mask_ppo_4_td_002_iti_15_target_fq_1000_td_01_r_1	1	0	0	0	1055.0	80.0	4.0	0.02	1500.0	1000.0	1.0	0.1	1.0	29.0
5	1	mask_ppo_4_td_002_iti_15_target_fq_2045_td_01_r_1	1	0	0	0	985.0	80.0	4.0	0.02	1500.0	2045.0	1.0	0.1	1.0	29.0
5	1	mask_ppo_4_td_002_iti_15_target_fq_2924_td_01_r_1	1	0	0	0	1042.0	80.0	4.0	0.02	1500.0	2924.0	1.0	0.1	1.0	29.0
5	1	mask_ppo_64_iti_03_td_002	0	0	0	1	0.0		64.0	0.02	300.0				23.0	339.0
5	1	mask_ppo_64_iti_07_td_002	0	0	0	1	0.0		64.0	0.02	700.0				20.0	409.0
5	1	mask_ppo_64_iti_11_td_002	0	0	0	1	0.0		64.0	0.02	1100.0				19.0	442.0
5	1	mask_ppo_64_iti_15_td_002	0	0	0	1	0.0		64.0	0.02	1500.0				18.0	464.0
5	1	mask_ppo_64_td_002_iti_11_target_fq_1000_td_01_r_1	1	0	0	0	918.0	80.0	64.0	0.02	1100.0	1000.0	1.0	0.1	19.0	442.0
5	1	mask_ppo_64_td_002_iti_11_target_fq_2045_td_01_r_1	1	0	0	0	1021.0	80.0	64.0	0.02	1100.0	2045.0	1.0	0.1	19.0	442.0
5	1	mask_ppo_64_td_002_iti_11_target_fq_2924_td_01_r_1	1	0	0	0	1002.0	80.0	64.0	0.02	1100.0	2924.0	1.0	0.1	19.0	442.0
5	1	mask_ppo_64_td_002_iti_15_target_fq_1000_td_01_r_1	1	0	0	0	1037.0	80.0	64.0	0.02	1500.0	1000.0	1.0	0.1	18.0	464.0
5	1	mask_ppo_64_td_002_iti_15_target_fq_2045_td_01_r_1	1	0	0	0	1272.0	80.0	64.0	0.02	1500.0	2045.0	1.0	0.1	18.0	464.0
5	1	mask_ppo_64_td_002_iti_15_target_fq_2924_td_01_r_1	1	0	0	0	861.0	80.0	64.0	0.02	1500.0	2924.0	1.0	0.1	18.0	464.0
5	1	mask_ppo_8_iti_03_td_002	0	0	0	1	0.0		8.0	0.02	300.0				3.0	42.0
5	1	mask_ppo_8_iti_07_td_002	0	0	0	1	0.0		8.0	0.02	700.0				2.0	51.0
5	1	mask_ppo_8_iti_11_td_002	0	0	0	1	0.0		8.0	0.02	1100.0				2.0	55.0
5	1	mask_ppo_8_iti_15_td_002	0	0	0	1	0.0		8.0	0.02	1500.0				2.0	58.0
5	1	mask_ppo_8_td_002_iti_11_target_fq_1000_td_01_r_1	1	0	0	0	1821.0	80.0	8.0	0.02	1100.0	1000.0	1.0	0.1	2.0	55.0
5	1	mask_ppo_8_td_002_iti_11_target_fq_2045_td_01_r_1	1	0	0	0	1077.0	80.0	8.0	0.02	1100.0	2045.0	1.0	0.1	2.0	55.0
5	1	mask_ppo_8_td_002_iti_11_target_fq_2924_td_01_r_1	1	0	0	0	932.0	80.0	8.0	0.02	1100.0	2924.0	1.0	0.1	2.0	55.0
5	1	mask_ppo_8_td_002_iti_15_target_fq_1000_td_01_r_1	1	0	0	0	988.0	80.0	8.0	0.02	1500.0	1000.0	1.0	0.1	2.0	58.0
5	1	mask_ppo_8_td_002_iti_15_target_fq_2045_td_01_r_1	1	0	0	0	1049.0	80.0	8.0	0.02	1500.0	2045.0	1.0	0.1	2.0	58.0
5	1	mask_ppo_8_td_002_iti_15_target_fq_2924_td_01_r_1	1	0	0	0	1092.0	80.0	8.0	0.02	1500.0	2924.0	1.0	0.1	2.0	58.0
5	1	mask_ppo_96_iti_03_td_002	0	0	0	1	0.0		96.0	0.02	300.0				34.0	508.0
5	1	mask_ppo_96_iti_07_td_002	0	0	0	1	0.0		96.0	0.02	700.0				30.0	614.0
5	1	mask_ppo_96_iti_11_td_002	0	0	0	1	0.0		96.0	0.02	1100.0				28.0	663.0
5	1	mask_ppo_96_iti_15_td_002	0	0	0	1	0.0		96.0	0.02	1500.0				27.0	695.0
