Sujet	Bloc	Stim	Hits	FA	Miss	RC	RT	Diss	m_ppo	m_td	m_iti	t_pi	t_ra	t_td	m_density	Uncertainty
12	3	mask_ppo_64_td_002_iti_07_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	1430.0	1.0	0.06	20.0	409.0
12	3	mask_ppo_64_td_002_iti_07_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	1430.0	1.0	0.06	20.0	409.0
12	3	mask_ppo_64_td_002_iti_07_target_fq_2045_td_006_r_1	1	0	0	0	7966.0	40.0	64.0	0.02	700.0	2045.0	1.0	0.06	20.0	409.0
12	3	mask_ppo_64_td_002_iti_07_target_fq_2045_td_006_r_1	1	0	0	0	5814.0	40.0	64.0	0.02	700.0	2045.0	1.0	0.06	20.0	409.0
12	3	mask_ppo_64_td_002_iti_07_target_fq_2924_td_006_r_1	1	0	0	0	3858.0	40.0	64.0	0.02	700.0	2924.0	1.0	0.06	20.0	409.0
12	3	mask_ppo_64_td_002_iti_07_target_fq_2924_td_006_r_1	1	0	0	0	3937.0	40.0	64.0	0.02	700.0	2924.0	1.0	0.06	20.0	409.0
12	3	mask_ppo_64_td_002_iti_07_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	699.0	1.0	0.06	20.0	409.0
12	3	mask_ppo_64_td_002_iti_07_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	699.0	1.0	0.06	20.0	409.0
12	3	mask_ppo_96_iti_03_td_002	0	0	0	1	0.0		96.0	0.02	300.0				34.0	508.0
12	3	mask_ppo_96_iti_03_td_002	0	0	0	1	0.0		96.0	0.02	300.0				34.0	508.0
12	3	mask_ppo_96_iti_07_td_002	0	0	0	1	0.0		96.0	0.02	700.0				30.0	614.0
12	3	mask_ppo_96_iti_11_td_002	0	0	0	1	0.0		96.0	0.02	1100.0				28.0	663.0
12	3	mask_ppo_96_iti_15_td_002	0	0	0	1	0.0		96.0	0.02	1500.0				27.0	695.0
12	3	mask_ppo_96_td_002_iti_11_target_fq_1000_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	1000.0	1.0	0.06	28.0	663.0
12	3	mask_ppo_96_td_002_iti_11_target_fq_1000_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	1000.0	1.0	0.06	28.0	663.0
12	3	mask_ppo_96_td_002_iti_11_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	1430.0	1.0	0.06	28.0	663.0
12	3	mask_ppo_96_td_002_iti_11_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	1430.0	1.0	0.06	28.0	663.0
12	3	mask_ppo_96_td_002_iti_11_target_fq_2045_td_006_r_1	1	0	0	0	3023.0	40.0	96.0	0.02	1100.0	2045.0	1.0	0.06	28.0	663.0
12	3	mask_ppo_96_td_002_iti_11_target_fq_2045_td_006_r_1	1	0	0	0	3035.0	40.0	96.0	0.02	1100.0	2045.0	1.0	0.06	28.0	663.0
12	3	mask_ppo_96_td_002_iti_11_target_fq_2924_td_006_r_1	1	0	0	0	4006.0	40.0	96.0	0.02	1100.0	2924.0	1.0	0.06	28.0	663.0
12	3	mask_ppo_96_td_002_iti_11_target_fq_2924_td_006_r_1	1	0	0	0	6669.0	40.0	96.0	0.02	1100.0	2924.0	1.0	0.06	28.0	663.0
12	3	mask_ppo_96_td_002_iti_11_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	699.0	1.0	0.06	28.0	663.0
12	3	mask_ppo_96_td_002_iti_11_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	699.0	1.0	0.06	28.0	663.0
12	4	mask_ppo_128_iti_03_td_002	0	0	0	1	0.0		128.0	0.02	300.0				46.0	678.0
12	4	mask_ppo_128_iti_03_td_002	0	0	0	1	0.0		128.0	0.02	300.0				46.0	678.0
12	4	mask_ppo_128_iti_07_td_002	0	0	0	1	0.0		128.0	0.02	700.0				40.0	819.0
12	4	mask_ppo_128_iti_11_td_002	0	0	0	1	0.0		128.0	0.02	1100.0				37.0	884.0
12	4	mask_ppo_128_iti_15_td_002	0	0	0	1	0.0		128.0	0.02	1500.0				36.0	927.0
12	4	mask_ppo_128_td_002_iti_15_target_fq_1000_td_006_r_1	1	0	0	0	8461.0	40.0	128.0	0.02	1500.0	1000.0	1.0	0.06	36.0	927.0
12	4	mask_ppo_128_td_002_iti_15_target_fq_1000_td_006_r_1	1	0	0	0	9845.0	40.0	128.0	0.02	1500.0	1000.0	1.0	0.06	36.0	927.0
12	4	mask_ppo_128_td_002_iti_15_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	128.0	0.02	1500.0	1430.0	1.0	0.06	36.0	927.0
12	4	mask_ppo_128_td_002_iti_15_target_fq_1430_td_006_r_1	1	0	0	0	4872.0	40.0	128.0	0.02	1500.0	1430.0	1.0	0.06	36.0	927.0
12	4	mask_ppo_128_td_002_iti_15_target_fq_2045_td_006_r_1	1	0	0	0	7127.0	40.0	128.0	0.02	1500.0	2045.0	1.0	0.06	36.0	927.0
12	4	mask_ppo_128_td_002_iti_15_target_fq_2045_td_006_r_1	1	0	0	0	5051.0	40.0	128.0	0.02	1500.0	2045.0	1.0	0.06	36.0	927.0
12	4	mask_ppo_128_td_002_iti_15_target_fq_2924_td_006_r_1	1	0	0	0	3957.0	40.0	128.0	0.02	1500.0	2924.0	1.0	0.06	36.0	927.0
12	4	mask_ppo_128_td_002_iti_15_target_fq_2924_td_006_r_1	1	0	0	0	2967.0	40.0	128.0	0.02	1500.0	2924.0	1.0	0.06	36.0	927.0
12	4	mask_ppo_128_td_002_iti_15_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	128.0	0.02	1500.0	699.0	1.0	0.06	36.0	927.0
12	4	mask_ppo_128_td_002_iti_15_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	128.0	0.02	1500.0	699.0	1.0	0.06	36.0	927.0
12	4	mask_ppo_32_iti_03_td_002	0	0	0	1	0.0		32.0	0.02	300.0				11.0	169.0
12	4	mask_ppo_32_iti_03_td_002	0	0	0	1	0.0		32.0	0.02	300.0				11.0	169.0
12	4	mask_ppo_32_iti_07_td_002	0	0	0	1	0.0		32.0	0.02	700.0				10.0	205.0
12	4	mask_ppo_32_iti_11_td_002	0	0	0	1	0.0		32.0	0.02	1100.0				9.0	221.0
12	4	mask_ppo_32_iti_15_td_002	0	0	0	1	0.0		32.0	0.02	1500.0				9.0	232.0
12	4	mask_ppo_32_td_002_iti_03_target_fq_1000_td_006_r_1	1	0	0	0	4041.0	40.0	32.0	0.02	300.0	1000.0	1.0	0.06	11.0	169.0
12	4	mask_ppo_32_td_002_iti_03_target_fq_1000_td_006_r_1	1	0	0	0	3828.0	40.0	32.0	0.02	300.0	1000.0	1.0	0.06	11.0	169.0
12	4	mask_ppo_32_td_002_iti_03_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	32.0	0.02	300.0	1430.0	1.0	0.06	11.0	169.0
12	4	mask_ppo_32_td_002_iti_03_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	32.0	0.02	300.0	1430.0	1.0	0.06	11.0	169.0
12	4	mask_ppo_32_td_002_iti_03_target_fq_2045_td_006_r_1	1	0	0	0	4429.0	40.0	32.0	0.02	300.0	2045.0	1.0	0.06	11.0	169.0
12	4	mask_ppo_32_td_002_iti_03_target_fq_2045_td_006_r_1	1	0	0	0	4466.0	40.0	32.0	0.02	300.0	2045.0	1.0	0.06	11.0	169.0
12	4	mask_ppo_32_td_002_iti_03_target_fq_2924_td_006_r_1	1	0	0	0	3046.0	40.0	32.0	0.02	300.0	2924.0	1.0	0.06	11.0	169.0
12	4	mask_ppo_32_td_002_iti_03_target_fq_2924_td_006_r_1	1	0	0	0	4454.0	40.0	32.0	0.02	300.0	2924.0	1.0	0.06	11.0	169.0
12	4	mask_ppo_32_td_002_iti_03_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	32.0	0.02	300.0	699.0	1.0	0.06	11.0	169.0
12	4	mask_ppo_32_td_002_iti_03_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	32.0	0.02	300.0	699.0	1.0	0.06	11.0	169.0
12	4	mask_ppo_64_iti_03_td_002	0	0	0	1	0.0		64.0	0.02	300.0				23.0	339.0
12	4	mask_ppo_64_iti_03_td_002	0	0	0	1	0.0		64.0	0.02	300.0				23.0	339.0
12	4	mask_ppo_64_iti_07_td_002	0	0	0	1	0.0		64.0	0.02	700.0				20.0	409.0
12	4	mask_ppo_64_iti_11_td_002	0	0	0	1	0.0		64.0	0.02	1100.0				19.0	442.0
12	4	mask_ppo_64_iti_15_td_002	0	0	0	1	0.0		64.0	0.02	1500.0				18.0	464.0
12	4	mask_ppo_64_td_002_iti_07_target_fq_1000_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	1000.0	1.0	0.06	20.0	409.0
12	4	mask_ppo_64_td_002_iti_07_target_fq_1000_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	1000.0	1.0	0.06	20.0	409.0
12	4	mask_ppo_64_td_002_iti_07_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	1430.0	1.0	0.06	20.0	409.0
12	4	mask_ppo_64_td_002_iti_07_target_fq_1430_td_006_r_1	1	0	0	0	4964.0	40.0	64.0	0.02	700.0	1430.0	1.0	0.06	20.0	409.0
12	4	mask_ppo_64_td_002_iti_07_target_fq_2045_td_006_r_1	1	0	0	0	5861.0	40.0	64.0	0.02	700.0	2045.0	1.0	0.06	20.0	409.0
12	4	mask_ppo_64_td_002_iti_07_target_fq_2045_td_006_r_1	1	0	0	0	8003.0	40.0	64.0	0.02	700.0	2045.0	1.0	0.06	20.0	409.0
12	4	mask_ppo_64_td_002_iti_07_target_fq_2924_td_006_r_1	1	0	0	0	2787.0	40.0	64.0	0.02	700.0	2924.0	1.0	0.06	20.0	409.0
12	4	mask_ppo_64_td_002_iti_07_target_fq_2924_td_006_r_1	1	0	0	0	2974.0	40.0	64.0	0.02	700.0	2924.0	1.0	0.06	20.0	409.0
12	4	mask_ppo_64_td_002_iti_07_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	699.0	1.0	0.06	20.0	409.0
12	4	mask_ppo_64_td_002_iti_07_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	699.0	1.0	0.06	20.0	409.0
12	4	mask_ppo_96_iti_03_td_002	0	0	0	1	0.0		96.0	0.02	300.0				34.0	508.0
12	4	mask_ppo_96_iti_03_td_002	0	0	0	1	0.0		96.0	0.02	300.0				34.0	508.0
12	4	mask_ppo_96_iti_07_td_002	0	0	0	1	0.0		96.0	0.02	700.0				30.0	614.0
12	4	mask_ppo_96_iti_11_td_002	0	0	0	1	0.0		96.0	0.02	1100.0				28.0	663.0
12	4	mask_ppo_96_iti_15_td_002	0	0	0	1	0.0		96.0	0.02	1500.0				27.0	695.0
12	4	mask_ppo_96_td_002_iti_11_target_fq_1000_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	1000.0	1.0	0.06	28.0	663.0
12	4	mask_ppo_96_td_002_iti_11_target_fq_1000_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	1000.0	1.0	0.06	28.0	663.0
12	4	mask_ppo_96_td_002_iti_11_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	1430.0	1.0	0.06	28.0	663.0
12	4	mask_ppo_96_td_002_iti_11_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	1430.0	1.0	0.06	28.0	663.0
12	4	mask_ppo_96_td_002_iti_11_target_fq_2045_td_006_r_1	1	0	0	0	3724.0	40.0	96.0	0.02	1100.0	2045.0	1.0	0.06	28.0	663.0
12	4	mask_ppo_96_td_002_iti_11_target_fq_2045_td_006_r_1	1	0	0	0	3173.0	40.0	96.0	0.02	1100.0	2045.0	1.0	0.06	28.0	663.0
12	4	mask_ppo_96_td_002_iti_11_target_fq_2924_td_006_r_1	1	0	0	0	3005.0	40.0	96.0	0.02	1100.0	2924.0	1.0	0.06	28.0	663.0
12	4	mask_ppo_96_td_002_iti_11_target_fq_2924_td_006_r_1	1	0	0	0	2797.0	40.0	96.0	0.02	1100.0	2924.0	1.0	0.06	28.0	663.0
12	4	mask_ppo_96_td_002_iti_11_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	699.0	1.0	0.06	28.0	663.0
12	4	mask_ppo_96_td_002_iti_11_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	699.0	1.0	0.06	28.0	663.0
12	5	mask_ppo_128_iti_03_td_002	0	0	0	1	0.0		128.0	0.02	300.0				46.0	678.0
12	5	mask_ppo_128_iti_03_td_002	0	0	0	1	0.0		128.0	0.02	300.0				46.0	678.0
12	5	mask_ppo_128_iti_07_td_002	0	0	0	1	0.0		128.0	0.02	700.0				40.0	819.0
12	5	mask_ppo_128_iti_11_td_002	0	0	0	1	0.0		128.0	0.02	1100.0				37.0	884.0
12	5	mask_ppo_128_iti_15_td_002	0	0	0	1	0.0		128.0	0.02	1500.0				36.0	927.0
12	5	mask_ppo_128_td_002_iti_15_target_fq_1000_td_006_r_1	1	0	0	0	9979.0	40.0	128.0	0.02	1500.0	1000.0	1.0	0.06	36.0	927.0
12	5	mask_ppo_128_td_002_iti_15_target_fq_1000_td_006_r_1	0	0	1	0	0.0	40.0	128.0	0.02	1500.0	1000.0	1.0	0.06	36.0	927.0
12	5	mask_ppo_128_td_002_iti_15_target_fq_1430_td_006_r_1	1	0	0	0	4834.0	40.0	128.0	0.02	1500.0	1430.0	1.0	0.06	36.0	927.0
12	5	mask_ppo_128_td_002_iti_15_target_fq_1430_td_006_r_1	1	0	0	0	3955.0	40.0	128.0	0.02	1500.0	1430.0	1.0	0.06	36.0	927.0
12	5	mask_ppo_128_td_002_iti_15_target_fq_2045_td_006_r_1	1	0	0	0	6163.0	40.0	128.0	0.02	1500.0	2045.0	1.0	0.06	36.0	927.0
12	5	mask_ppo_128_td_002_iti_15_target_fq_2045_td_006_r_1	1	0	0	0	6325.0	40.0	128.0	0.02	1500.0	2045.0	1.0	0.06	36.0	927.0
12	5	mask_ppo_128_td_002_iti_15_target_fq_2924_td_006_r_1	1	0	0	0	4226.0	40.0	128.0	0.02	1500.0	2924.0	1.0	0.06	36.0	927.0
12	5	mask_ppo_128_td_002_iti_15_target_fq_2924_td_006_r_1	1	0	0	0	4031.0	40.0	128.0	0.02	1500.0	2924.0	1.0	0.06	36.0	927.0
12	5	mask_ppo_128_td_002_iti_15_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	128.0	0.02	1500.0	699.0	1.0	0.06	36.0	927.0
12	5	mask_ppo_128_td_002_iti_15_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	128.0	0.02	1500.0	699.0	1.0	0.06	36.0	927.0
12	5	mask_ppo_32_iti_03_td_002	0	0	0	1	0.0		32.0	0.02	300.0				11.0	169.0
12	5	mask_ppo_32_iti_03_td_002	0	0	0	1	0.0		32.0	0.02	300.0				11.0	169.0
12	5	mask_ppo_32_iti_07_td_002	0	0	0	1	0.0		32.0	0.02	700.0				10.0	205.0
12	5	mask_ppo_32_iti_11_td_002	0	0	0	1	0.0		32.0	0.02	1100.0				9.0	221.0
12	5	mask_ppo_32_iti_15_td_002	0	0	0	1	0.0		32.0	0.02	1500.0				9.0	232.0
12	5	mask_ppo_32_td_002_iti_03_target_fq_1000_td_006_r_1	1	0	0	0	4215.0	40.0	32.0	0.02	300.0	1000.0	1.0	0.06	11.0	169.0
12	5	mask_ppo_32_td_002_iti_03_target_fq_1000_td_006_r_1	1	0	0	0	2952.0	40.0	32.0	0.02	300.0	1000.0	1.0	0.06	11.0	169.0
12	5	mask_ppo_32_td_002_iti_03_target_fq_1430_td_006_r_1	1	0	0	0	3779.0	40.0	32.0	0.02	300.0	1430.0	1.0	0.06	11.0	169.0
12	5	mask_ppo_32_td_002_iti_03_target_fq_1430_td_006_r_1	1	0	0	0	3508.0	40.0	32.0	0.02	300.0	1430.0	1.0	0.06	11.0	169.0
12	5	mask_ppo_32_td_002_iti_03_target_fq_2045_td_006_r_1	1	0	0	0	7530.0	40.0	32.0	0.02	300.0	2045.0	1.0	0.06	11.0	169.0
12	5	mask_ppo_32_td_002_iti_03_target_fq_2045_td_006_r_1	1	0	0	0	3881.0	40.0	32.0	0.02	300.0	2045.0	1.0	0.06	11.0	169.0
12	5	mask_ppo_32_td_002_iti_03_target_fq_2924_td_006_r_1	1	0	0	0	2576.0	40.0	32.0	0.02	300.0	2924.0	1.0	0.06	11.0	169.0
12	5	mask_ppo_32_td_002_iti_03_target_fq_2924_td_006_r_1	1	0	0	0	3463.0	40.0	32.0	0.02	300.0	2924.0	1.0	0.06	11.0	169.0
12	5	mask_ppo_32_td_002_iti_03_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	32.0	0.02	300.0	699.0	1.0	0.06	11.0	169.0
12	5	mask_ppo_32_td_002_iti_03_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	32.0	0.02	300.0	699.0	1.0	0.06	11.0	169.0
12	5	mask_ppo_64_iti_03_td_002	0	0	0	1	0.0		64.0	0.02	300.0				23.0	339.0
12	5	mask_ppo_64_iti_03_td_002	0	0	0	1	0.0		64.0	0.02	300.0				23.0	339.0
12	5	mask_ppo_64_iti_07_td_002	0	0	0	1	0.0		64.0	0.02	700.0				20.0	409.0
12	5	mask_ppo_64_iti_11_td_002	0	0	0	1	0.0		64.0	0.02	1100.0				19.0	442.0
12	5	mask_ppo_64_iti_15_td_002	0	0	0	1	0.0		64.0	0.02	1500.0				18.0	464.0
12	5	mask_ppo_64_td_002_iti_07_target_fq_1000_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	1000.0	1.0	0.06	20.0	409.0
12	5	mask_ppo_64_td_002_iti_07_target_fq_1000_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	1000.0	1.0	0.06	20.0	409.0
12	5	mask_ppo_64_td_002_iti_07_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	1430.0	1.0	0.06	20.0	409.0
12	5	mask_ppo_64_td_002_iti_07_target_fq_1430_td_006_r_1	1	0	0	0	5004.0	40.0	64.0	0.02	700.0	1430.0	1.0	0.06	20.0	409.0
12	5	mask_ppo_64_td_002_iti_07_target_fq_2045_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	2045.0	1.0	0.06	20.0	409.0
12	5	mask_ppo_64_td_002_iti_07_target_fq_2045_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	2045.0	1.0	0.06	20.0	409.0
12	5	mask_ppo_64_td_002_iti_07_target_fq_2924_td_006_r_1	1	0	0	0	3023.0	40.0	64.0	0.02	700.0	2924.0	1.0	0.06	20.0	409.0
12	5	mask_ppo_64_td_002_iti_07_target_fq_2924_td_006_r_1	1	0	0	0	2845.0	40.0	64.0	0.02	700.0	2924.0	1.0	0.06	20.0	409.0
12	5	mask_ppo_64_td_002_iti_07_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	699.0	1.0	0.06	20.0	409.0
12	5	mask_ppo_64_td_002_iti_07_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	64.0	0.02	700.0	699.0	1.0	0.06	20.0	409.0
12	5	mask_ppo_96_iti_03_td_002	0	0	0	1	0.0		96.0	0.02	300.0				34.0	508.0
12	5	mask_ppo_96_iti_03_td_002	0	0	0	1	0.0		96.0	0.02	300.0				34.0	508.0
12	5	mask_ppo_96_iti_07_td_002	0	0	0	1	0.0		96.0	0.02	700.0				30.0	614.0
12	5	mask_ppo_96_iti_11_td_002	0	0	0	1	0.0		96.0	0.02	1100.0				28.0	663.0
12	5	mask_ppo_96_iti_15_td_002	0	0	0	1	0.0		96.0	0.02	1500.0				27.0	695.0
12	5	mask_ppo_96_td_002_iti_11_target_fq_1000_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	1000.0	1.0	0.06	28.0	663.0
12	5	mask_ppo_96_td_002_iti_11_target_fq_1000_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	1000.0	1.0	0.06	28.0	663.0
12	5	mask_ppo_96_td_002_iti_11_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	1430.0	1.0	0.06	28.0	663.0
12	5	mask_ppo_96_td_002_iti_11_target_fq_1430_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	1430.0	1.0	0.06	28.0	663.0
12	5	mask_ppo_96_td_002_iti_11_target_fq_2045_td_006_r_1	1	0	0	0	3903.0	40.0	96.0	0.02	1100.0	2045.0	1.0	0.06	28.0	663.0
12	5	mask_ppo_96_td_002_iti_11_target_fq_2045_td_006_r_1	1	0	0	0	2969.0	40.0	96.0	0.02	1100.0	2045.0	1.0	0.06	28.0	663.0
12	5	mask_ppo_96_td_002_iti_11_target_fq_2924_td_006_r_1	1	0	0	0	1973.0	40.0	96.0	0.02	1100.0	2924.0	1.0	0.06	28.0	663.0
12	5	mask_ppo_96_td_002_iti_11_target_fq_2924_td_006_r_1	1	0	0	0	2090.0	40.0	96.0	0.02	1100.0	2924.0	1.0	0.06	28.0	663.0
12	5	mask_ppo_96_td_002_iti_11_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	699.0	1.0	0.06	28.0	663.0
12	5	mask_ppo_96_td_002_iti_11_target_fq_699_td_006_r_1	0	0	1	0	0.0	40.0	96.0	0.02	1100.0	699.0	1.0	0.06	28.0	663.0
13	1	mask_ppo_128_iti_03_td_002	0	0	0	1	0.0		128.0	0.02	300.0				46.0	678.0
13	1	mask_ppo_128_iti_07_td_002	0	0	0	1	0.0		128.0	0.02	700.0				40.0	819.0
13	1	mask_ppo_128_iti_11_td_002	0	0	0	1	0.0		128.0	0.02	1100.0				37.0	884.0
13	1	mask_ppo_128_iti_15_td_002	0	0	0	1	0.0		128.0	0.02	1500.0				36.0	927.0
13	1	mask_ppo_128_td_002_iti_11_target_fq_1000_td_01_r_1	0	0	1	0	0.0	80.0	128.0	0.02	1100.0	1000.0	1.0	0.1	37.0	884.0
13	1	mask_ppo_128_td_002_iti_11_target_fq_2045_td_01_r_1	1	0	0	0	1916.0	80.0	128.0	0.02	1100.0	2045.0	1.0	0.1	37.0	884.0
13	1	mask_ppo_128_td_002_iti_11_target_fq_2924_td_01_r_1	1	0	0	0	1876.0	80.0	128.0	0.02	1100.0	2924.0	1.0	0.1	37.0	884.0
13	1	mask_ppo_128_td_002_iti_15_target_fq_1000_td_01_r_1	1	0	0	0	1815.0	80.0	128.0	0.02	1500.0	1000.0	1.0	0.1	36.0	927.0
13	1	mask_ppo_128_td_002_iti_15_target_fq_2045_td_01_r_1	1	0	0	0	1361.0	80.0	128.0	0.02	1500.0	2045.0	1.0	0.1	36.0	927.0
13	1	mask_ppo_128_td_002_iti_15_target_fq_2924_td_01_r_1	0	0	1	0	0.0	80.0	128.0	0.02	1500.0	2924.0	1.0	0.1	36.0	927.0
13	1	mask_ppo_32_iti_03_td_002	0	0	0	1	0.0		32.0	0.02	300.0				11.0	169.0
13	1	mask_ppo_32_iti_07_td_002	0	0	0	1	0.0		32.0	0.02	700.0				10.0	205.0
13	1	mask_ppo_32_iti_11_td_002	0	0	0	1	0.0		32.0	0.02	1100.0				9.0	221.0
13	1	mask_ppo_32_iti_15_td_002	0	0	0	1	0.0		32.0	0.02	1500.0				9.0	232.0
13	1	mask_ppo_32_td_002_iti_11_target_fq_1000_td_01_r_1	1	0	0	0	1009.0	80.0	32.0	0.02	1100.0	1000.0	1.0	0.1	9.0	221.0
13	1	mask_ppo_32_td_002_iti_11_target_fq_2045_td_01_r_1	1	0	0	0	1074.0	80.0	32.0	0.02	1100.0	2045.0	1.0	0.1	9.0	221.0
13	1	mask_ppo_32_td_002_iti_11_target_fq_2924_td_01_r_1	1	0	0	0	1165.0	80.0	32.0	0.02	1100.0	2924.0	1.0	0.1	9.0	221.0
13	1	mask_ppo_32_td_002_iti_15_target_fq_1000_td_01_r_1	1	0	0	0	1014.0	80.0	32.0	0.02	1500.0	1000.0	1.0	0.1	9.0	232.0
13	1	mask_ppo_32_td_002_iti_15_target_fq_2045_td_01_r_1	1	0	0	0	1247.0	80.0	32.0	0.02	1500.0	2045.0	1.0	0.1	9.0	232.0
13	1	mask_ppo_32_td_002_iti_15_target_fq_2924_td_01_r_1	1	0	0	0	977.0	80.0	32.0	0.02	1500.0	2924.0	1.0	0.1	9.0	232.0
13	1	mask_ppo_4_iti_03_td_002	0	0	0	1	0.0		4.0	0.02	300.0				1.0	21.0
13	1	mask_ppo_4_iti_07_td_002	0	0	0	1	0.0		4.0	0.02	700.0				1.0	25.0
13	1	mask_ppo_4_iti_11_td_002	0	0	0	1	0.0		4.0	0.02	1100.0				1.0	27.0
13	1	mask_ppo_4_iti_15_td_002	0	0	0	1	0.0		4.0	0.02	1500.0				1.0	29.0
13	1	mask_ppo_4_td_002_iti_11_target_fq_1000_td_01_r_1	1	0	0	0	1042.0	80.0	4.0	0.02	1100.0	1000.0	1.0	0.1	1.0	27.0
13	1	mask_ppo_4_td_002_iti_11_target_fq_2045_td_01_r_1	1	0	0	0	1207.0	80.0	4.0	0.02	1100.0	2045.0	1.0	0.1	1.0	27.0
13	1	mask_ppo_4_td_002_iti_11_target_fq_2924_td_01_r_1	1	0	0	0	2799.0	80.0	4.0	0.02	1100.0	2924.0	1.0	0.1	1.0	27.0
13	1	mask_ppo_4_td_002_iti_15_target_fq_1000_td_01_r_1	1	0	0	0	1048.0	80.0	4.0	0.02	1500.0	1000.0	1.0	0.1	1.0	29.0
13	1	mask_ppo_4_td_002_iti_15_target_fq_2045_td_01_r_1	1	0	0	0	1032.0	80.0	4.0	0.02	1500.0	2045.0	1.0	0.1	1.0	29.0
13	1	mask_ppo_4_td_002_iti_15_target_fq_2924_td_01_r_1	1	0	0	0	983.0	80.0	4.0	0.02	1500.0	2924.0	1.0	0.1	1.0	29.0
13	1	mask_ppo_64_iti_03_td_002	0	0	0	1	0.0		64.0	0.02	300.0				23.0	339.0
13	1	mask_ppo_64_iti_07_td_002	0	0	0	1	0.0		64.0	0.02	700.0				20.0	409.0
13	1	mask_ppo_64_iti_11_td_002	0	0	0	1	0.0		64.0	0.02	1100.0				19.0	442.0
13	1	mask_ppo_64_iti_15_td_002	0	0	0	1	0.0		64.0	0.02	1500.0				18.0	464.0
13	1	mask_ppo_64_td_002_iti_11_target_fq_1000_td_01_r_1	1	0	0	0	1059.0	80.0	64.0	0.02	1100.0	1000.0	1.0	0.1	19.0	442.0
13	1	mask_ppo_64_td_002_iti_11_target_fq_2045_td_01_r_1	1	0	0	0	1011.0	80.0	64.0	0.02	1100.0	2045.0	1.0	0.1	19.0	442.0
13	1	mask_ppo_64_td_002_iti_11_target_fq_2924_td_01_r_1	1	0	0	0	1677.0	80.0	64.0	0.02	1100.0	2924.0	1.0	0.1	19.0	442.0
13	1	mask_ppo_64_td_002_iti_15_target_fq_1000_td_01_r_1	0	0	1	0	0.0	80.0	64.0	0.02	1500.0	1000.0	1.0	0.1	18.0	464.0
